FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
F0550,BOM-DEL,Mumbai,Delhi,2026-12-07,179,ATR 72,72,66,719136,748401
F0551,BOM-SIN,Mumbai,Singapore,2026-05-04,76,Airbus A320,290,146,2340526,1799571
F0552,BOM-DEL,Mumbai,Delhi,2026-04-07,134,Airbus A320,189,122,1092754,795947
F0553,CCU-DEL,Kolkata,Delhi,2026-02-12,117,Airbus A321,189,124,1229336,1138068
F0554,DEL-DXB,Delhi,Dubai,2026-12-06,87,Airbus A320,220,218,883772,555189
F0555,MAA-BOM,Chennai,Mumbai,2026-01-27,120,Boeing 737,290,150,768300,731969
F0556,DEL-BLR,Delhi,Bengaluru,2026-07-26,175,Boeing 787,290,230,2701580,1899031
F0557,CCU-DEL,Kolkata,Delhi,2026-12-03,224,Boeing 737,220,121,1624183,1033253
F0558,BLR-HYD,Bengaluru,Hyderabad,2026-08-28,71,Airbus A320,189,179,2976233,2490338
F0559,CCU-DEL,Kolkata,Delhi,2026-09-06,202,Boeing 787,189,134,1248478,786144
F0560,BLR-HYD,Bengaluru,Hyderabad,2026-12-13,67,Airbus A320,189,148,841232,545348
F0561,DEL-DXB,Delhi,Dubai,2026-02-03,128,Airbus A321,290,223,1154917,1155115
F0562,BLR-HYD,Bengaluru,Hyderabad,2026-11-21,216,Airbus A321,220,161,2109100,1714205
F0563,BLR-HYD,Bengaluru,Hyderabad,2026-06-02,273,Airbus A320,189,88,1410640,1228967
F0564,CCU-DEL,Kolkata,Delhi,2026-05-29,87,ATR 72,72,57,901968,773870
F0565,HYD-MAA,Hyderabad,Chennai,2026-08-17,284,Boeing 787,290,261,3657132,3190747
F0566,HYD-MAA,Hyderabad,Chennai,2026-03-13,220,Airbus A321,189,90,1088460,1107521
F0567,BLR-HYD,Bengaluru,Hyderabad,2026-09-08,230,ATR 72,72,70,993300,876218
F0568,CCU-DEL,Kolkata,Delhi,2026-03-12,245,Boeing 737,220,155,1000990,957825
F0569,BOM-DEL,Mumbai,Delhi,2026-12-16,273,Boeing 737,220,158,1265738,777525
F0570,BOM-DEL,Mumbai,Delhi,2026-12-10,232,ATR 72,72,51,550239,480280
F0571,BOM-SIN,Mumbai,Singapore,2026-08-13,259,Boeing 737,189,99,604197,535699
F0572,MAA-BOM,Chennai,Mumbai,2026-02-12,155,Airbus A321,220,154,1753752,1866339
F0573,DEL-BLR,Delhi,Bengaluru,2026-08-05,271,Boeing 787,290,227,2650679,1660215
F0574,DEL-BLR,Delhi,Bengaluru,2026-05-15,104,Airbus A321,189,105,1860390,1472107
F0575,BOM-DEL,Mumbai,Delhi,2026-02-05,202,Boeing 737,290,172,3028404,2692940
F0576,BLR-HYD,Bengaluru,Hyderabad,2026-06-09,103,ATR 72,72,68,948328,682783
F0577,BLR-HYD,Bengaluru,Hyderabad,2026-12-30,117,Airbus A320,189,115,1701885,1626718
F0578,BLR-HYD,Bengaluru,Hyderabad,2026-08-29,170,ATR 72,72,62,336536,311216
F0579,MAA-BOM,Chennai,Mumbai,2026-03-30,115,Boeing 737,290,211,1815655,1874660
F0580,DEL-DXB,Delhi,Dubai,2026-11-08,212,Boeing 737,180,122,815936,637335
F0581,CCU-DEL,Kolkata,Delhi,2026-01-03,294,Airbus A321,290,198,2324718,1768683
F0582,DEL-DXB,Delhi,Dubai,2026-12-09,153,Boeing 787,220,198,1011780,1002434
F0583,HYD-MAA,Hyderabad,Chennai,2026-08-11,285,Boeing 737,220,146,722262,704464
F0584,MAA-BOM,Chennai,Mumbai,2026-07-17,78,ATR 72,72,72,971784,1044684
F0585,CCU-DEL,Kolkata,Delhi,2026-07-02,199,Airbus A321,220,142,702190,597075
F0586,HYD-MAA,Hyderabad,Chennai,2026-10-12,210,Boeing 787,189,134,1231594,1071285
F0587,DEL-DXB,Delhi,Dubai,2026-03-10,236,Boeing 787,189,86,1152658,837614
F0588,DEL-BLR,Delhi,Bengaluru,2026-05-27,176,Airbus A321,189,98,1151892,1073238
F0589,HYD-MAA,Hyderabad,Chennai,2026-02-13,247,Airbus A320,220,140,2051700,1425080
F0590,HYD-MAA,Hyderabad,Chennai,2026-03-14,259,Airbus A321,290,207,2860326,2210765
F0591,BOM-DEL,Mumbai,Delhi,2026-02-07,151,Airbus A321,180,137,1639616,1576871
F0592,DEL-BLR,Delhi,Bengaluru,2026-05-10,295,Airbus A321,220,112,779744,640414
F0593,DEL-DXB,Delhi,Dubai,2026-07-03,165,Airbus A321,180,178,2355118,1767246
F0594,MAA-BOM,Chennai,Mumbai,2026-02-13,213,Boeing 787,220,171,1933668,1357343
F0595,DEL-BLR,Delhi,Bengaluru,2026-01-04,198,Airbus A320,220,123,1850781,2004528
F0596,HYD-MAA,Hyderabad,Chennai,2026-02-11,242,Boeing 737,189,183,2788920,1961602
F0597,BOM-DEL,Mumbai,Delhi,2026-02-21,291,Boeing 787,180,166,1419964,1537118
F0598,CCU-DEL,Kolkata,Delhi,2026-02-05,113,Airbus A320,220,180,2030400,2109544
F0599,BOM-DEL,Mumbai,Delhi,2026-07-19,127,ATR 72,72,35,181195,167836
F0600,BOM-SIN,Mumbai,Singapore,2026-08-06,295,Airbus A320,180,140,1738660,1549828
F0601,DEL-DXB,Delhi,Dubai,2026-09-15,181,ATR 72,72,47,529690,488352
F0602,CCU-DEL,Kolkata,Delhi,2026-12-25,174,Airbus A320,220,189,1163295,705817
F0603,HYD-MAA,Hyderabad,Chennai,2026-11-25,150,Boeing 787,189,142,2148318,1881494
F0604,MAA-BOM,Chennai,Mumbai,2026-12-02,118,Airbus A321,180,108,444744,337808
F0605,MAA-BOM,Chennai,Mumbai,2026-08-09,295,Airbus A321,220,108,1443744,1338295
F0606,CCU-DEL,Kolkata,Delhi,2026-12-25,167,ATR 72,72,54,597186,525068
F0607,BLR-HYD,Bengaluru,Hyderabad,2026-08-14,114,Boeing 787,290,206,2984940,2844461
F0608,DEL-DXB,Delhi,Dubai,2026-10-09,102,Boeing 737,220,164,924140,845048
F0609,DEL-BLR,Delhi,Bengaluru,2026-10-28,259,Airbus A321,290,150,1497900,1595561
F0610,DEL-BLR,Delhi,Bengaluru,2026-03-01,240,Airbus A321,290,251,1949517,1609650
F0611,CCU-DEL,Kolkata,Delhi,2026-08-19,183,Airbus A320,290,269,3867951,2516642
F0612,BLR-HYD,Bengaluru,Hyderabad,2026-10-19,225,Boeing 737,290,204,1677900,1111687
F0613,MAA-BOM,Chennai,Mumbai,2026-10-08,247,Boeing 737,290,215,3094280,2757659
F0614,DEL-DXB,Delhi,Dubai,2026-02-11,60,Airbus A321,220,111,949716,692591
F0615,BLR-HYD,Bengaluru,Hyderabad,2026-01-23,84,Airbus A321,189,109,1649170,1128275
F0616,DEL-BLR,Delhi,Bengaluru,2026-12-11,193,Boeing 737,180,103,1160295,851068
F0617,CCU-DEL,Kolkata,Delhi,2026-04-30,259,Airbus A320,220,126,542556,369697
F0618,MAA-BOM,Chennai,Mumbai,2026-02-22,164,Airbus A321,189,155,1548295,1427237
F0619,CCU-DEL,Kolkata,Delhi,2026-07-12,268,ATR 72,72,62,300948,208168
F0620,DEL-BLR,Delhi,Bengaluru,2026-09-04,132,Boeing 787,189,168,2301432,1881439
F0621,BLR-HYD,Bengaluru,Hyderabad,2026-04-01,161,Boeing 787,290,252,1966356,1376289
F0622,HYD-MAA,Hyderabad,Chennai,2026-05-25,101,Boeing 787,180,136,2069648,1575528
F0623,DEL-BLR,Delhi,Bengaluru,2026-11-07,296,Airbus A321,180,153,2123181,2205679
F0624,MAA-BOM,Chennai,Mumbai,2026-03-11,253,Boeing 787,290,222,1239204,1354930
F0625,CCU-DEL,Kolkata,Delhi,2026-02-07,172,ATR 72,72,48,790128,603542
F0626,BOM-SIN,Mumbai,Singapore,2026-07-14,86,Airbus A320,220,180,2597400,2420919
F0627,DEL-BLR,Delhi,Bengaluru,2026-03-06,98,Airbus A320,290,287,4358382,4600989
F0628,MAA-BOM,Chennai,Mumbai,2026-04-01,193,Airbus A321,220,112,966784,1047282
F0629,HYD-MAA,Hyderabad,Chennai,2026-09-01,78,Boeing 787,189,110,1784420,1163833
F0630,BOM-DEL,Mumbai,Delhi,2026-11-05,300,Boeing 787,189,157,2459876,2542960
F0631,DEL-BLR,Delhi,Bengaluru,2026-11-28,125,Boeing 737,290,131,2101240,2080397
F0632,CCU-DEL,Kolkata,Delhi,2026-03-26,109,Airbus A321,220,199,1417676,1500409
F0633,BOM-DEL,Mumbai,Delhi,2026-01-18,235,Boeing 787,290,200,2783400,2213233
F0634,BLR-HYD,Bengaluru,Hyderabad,2026-06-18,237,ATR 72,72,58,287216,294885
F0635,CCU-DEL,Kolkata,Delhi,2026-03-10,258,Boeing 787,220,210,3023790,2384229
F0636,DEL-BLR,Delhi,Bengaluru,2026-09-28,285,Boeing 737,220,170,2674610,2440283
F0637,CCU-DEL,Kolkata,Delhi,2026-10-28,148,Boeing 787,180,83,546057,586064
F0638,BOM-DEL,Mumbai,Delhi,2026-10-05,187,Airbus A320,180,141,1474296,1393128
F0639,BLR-HYD,Bengaluru,Hyderabad,2026-07-06,145,Airbus A320,220,193,2532739,2463301
F0640,DEL-DXB,Delhi,Dubai,2026-03-05,103,Boeing 787,180,105,1341375,1112278
F0641,DEL-DXB,Delhi,Dubai,2026-07-23,76,Airbus A321,180,153,705330,495496
F0642,MAA-BOM,Chennai,Mumbai,2026-12-22,112,Boeing 787,290,139,2192447,2285298
F0643,DEL-BLR,Delhi,Bengaluru,2026-04-01,153,ATR 72,72,70,774970,742122
F0644,HYD-MAA,Hyderabad,Chennai,2026-12-11,133,Boeing 737,290,222,3488286,3409827
F0645,BOM-SIN,Mumbai,Singapore,2026-10-19,67,ATR 72,72,38,560462,501137
F0646,BOM-SIN,Mumbai,Singapore,2026-06-17,65,Boeing 737,189,145,2403665,2217335
F0647,CCU-DEL,Kolkata,Delhi,2026-02-25,291,Boeing 787,189,121,1366211,965920
F0648,HYD-MAA,Hyderabad,Chennai,2026-09-05,62,ATR 72,72,68,371076,363311
F0649,DEL-DXB,Delhi,Dubai,2026-02-09,273,Airbus A321,220,211,1390701,1373764
F0650,HYD-MAA,Hyderabad,Chennai,2026-11-15,82,Boeing 787,189,106,656458,701093
F0651,BOM-DEL,Mumbai,Delhi,2026-02-26,255,Boeing 787,189,129,1564383,1430729
F0652,HYD-MAA,Hyderabad,Chennai,2026-06-20,135,ATR 72,72,44,264968,237554
F0653,BOM-DEL,Mumbai,Delhi,2026-01-05,281,Airbus A321,180,89,1345413,1347490
F0654,BLR-HYD,Bengaluru,Hyderabad,2026-01-03,69,Airbus A321,189,168,2860704,2699579
F0655,BOM-SIN,Mumbai,Singapore,2026-12-10,152,Airbus A320,220,211,2134898,1799608
F0656,BOM-SIN,Mumbai,Singapore,2026-11-04,93,ATR 72,72,41,375929,385276
F0657,BLR-HYD,Bengaluru,Hyderabad,2026-02-25,210,Boeing 737,189,108,1029564,1107145
F0658,HYD-MAA,Hyderabad,Chennai,2026-01-19,264,Airbus A321,189,173,1838298,1135149
F0659,CCU-DEL,Kolkata,Delhi,2026-05-21,220,ATR 72,72,59,810365,791816
F0660,BOM-SIN,Mumbai,Singapore,2026-07-19,249,ATR 72,72,41,267238,267506
F0661,CCU-DEL,Kolkata,Delhi,2026-09-16,129,Boeing 737,220,176,2422288,2517864
F0662,BLR-HYD,Bengaluru,Hyderabad,2026-04-18,184,Boeing 737,220,140,1506680,1189708
F0663,HYD-MAA,Hyderabad,Chennai,2026-08-06,241,Boeing 787,189,158,1377286,1216273
F0664,DEL-BLR,Delhi,Bengaluru,2026-04-22,231,Boeing 737,189,139,1813672,1526020
F0665,MAA-BOM,Chennai,Mumbai,2026-08-07,155,Airbus A321,220,198,1714482,1576542
F0666,BOM-DEL,Mumbai,Delhi,2026-02-26,174,ATR 72,72,68,622472,454553
F0667,BOM-DEL,Mumbai,Delhi,2026-03-21,205,ATR 72,72,72,1166040,876283
F0668,BLR-HYD,Bengaluru,Hyderabad,2026-03-22,77,Boeing 787,290,276,3587724,2928637
F0669,CCU-DEL,Kolkata,Delhi,2026-10-04,114,Airbus A320,220,158,799480,671500
F0670,HYD-MAA,Hyderabad,Chennai,2026-12-03,249,Boeing 787,220,207,3250107,3285054
F0671,DEL-BLR,Delhi,Bengaluru,2026-11-20,121,ATR 72,72,33,490842,324299
F0672,DEL-BLR,Delhi,Bengaluru,2026-12-31,199,Boeing 737,189,131,1136818,1125415
F0673,MAA-BOM,Chennai,Mumbai,2026-08-15,77,Airbus A321,180,149,619393,599039
F0674,DEL-BLR,Delhi,Bengaluru,2026-09-12,170,Boeing 787,189,183,2967162,2216430
F0675,DEL-DXB,Delhi,Dubai,2026-08-21,207,Boeing 787,180,146,857020,752408
F0676,DEL-DXB,Delhi,Dubai,2026-05-31,257,Boeing 737,290,289,2136577,2041053
F0677,CCU-DEL,Kolkata,Delhi,2026-04-08,241,Boeing 737,220,129,699309,563408
F0678,BOM-DEL,Mumbai,Delhi,2026-11-09,176,Boeing 737,189,88,1392864,1020350
F0679,DEL-DXB,Delhi,Dubai,2026-12-25,64,Boeing 737,189,187,2132361,1682162
F0680,CCU-DEL,Kolkata,Delhi,2026-05-31,182,Boeing 787,220,219,2917518,2667163
F0681,DEL-DXB,Delhi,Dubai,2026-12-15,257,Airbus A321,220,214,2606948,2244124
F0682,CCU-DEL,Kolkata,Delhi,2026-12-16,283,Boeing 737,220,175,2272725,2010107
F0683,BLR-HYD,Bengaluru,Hyderabad,2026-01-17,156,Airbus A320,290,130,530140,427813
F0684,BLR-HYD,Bengaluru,Hyderabad,2026-01-20,268,Airbus A321,180,106,1284402,1022623
F0685,BOM-SIN,Mumbai,Singapore,2026-10-27,77,Boeing 787,220,124,745488,668804
F0686,DEL-DXB,Delhi,Dubai,2026-12-10,138,Boeing 737,220,148,1632144,1240443
F0687,HYD-MAA,Hyderabad,Chennai,2026-09-26,300,ATR 72,72,66,287232,214810
F0688,MAA-BOM,Chennai,Mumbai,2026-05-25,79,Airbus A320,220,147,1490727,1526213
F0689,BOM-DEL,Mumbai,Delhi,2026-10-09,95,Boeing 737,290,175,1905400,1994284
F0690,BOM-SIN,Mumbai,Singapore,2026-08-23,202,Airbus A320,180,161,1223600,1255594
F0691,BLR-HYD,Bengaluru,Hyderabad,2026-08-05,150,Airbus A320,180,85,1373175,1211460
F0692,BOM-DEL,Mumbai,Delhi,2026-01-09,127,Boeing 737,220,114,1038312,706886
F0693,HYD-MAA,Hyderabad,Chennai,2026-01-09,247,Airbus A320,220,202,1625494,1123982
F0694,CCU-DEL,Kolkata,Delhi,2026-05-12,82,Boeing 787,220,151,1273081,831272
F0695,CCU-DEL,Kolkata,Delhi,2026-07-07,159,Airbus A321,290,232,3642168,3039035
F0696,MAA-BOM,Chennai,Mumbai,2026-04-23,248,Boeing 737,189,153,628983,508365
F0697,HYD-MAA,Hyderabad,Chennai,2026-10-31,211,Boeing 737,180,134,745442,592852
F0698,MAA-BOM,Chennai,Mumbai,2026-05-07,220,Airbus A320,180,131,1605274,1289748
F0699,MAA-BOM,Chennai,Mumbai,2026-07-25,185,Boeing 737,180,160,1297760,1425455
F0700,MAA-BOM,Chennai,Mumbai,2026-09-30,133,Boeing 737,290,239,1399345,1296229
F0701,DEL-BLR,Delhi,Bengaluru,2026-09-02,180,Airbus A321,220,188,1370708,1405110
F0702,DEL-DXB,Delhi,Dubai,2026-10-07,229,Airbus A321,290,257,2046234,1999402
F0703,HYD-MAA,Hyderabad,Chennai,2026-02-22,258,Airbus A321,290,149,1900644,1231576
F0704,DEL-DXB,Delhi,Dubai,2026-05-31,298,Airbus A321,290,176,1702448,1870328
F0705,DEL-BLR,Delhi,Bengaluru,2026-04-07,63,Airbus A320,220,184,2959456,2616862
F0706,DEL-BLR,Delhi,Bengaluru,2026-07-06,213,Airbus A321,290,187,1041590,703813
F0707,MAA-BOM,Chennai,Mumbai,2026-08-23,183,ATR 72,72,49,424634,370660
F0708,BLR-HYD,Bengaluru,Hyderabad,2026-01-16,275,Airbus A321,220,176,1319120,1399849
F0709,BLR-HYD,Bengaluru,Hyderabad,2026-06-27,66,Airbus A320,290,145,1259325,810388
F0710,BLR-HYD,Bengaluru,Hyderabad,2026-05-29,270,Airbus A321,220,112,1954848,1452083
F0711,HYD-MAA,Hyderabad,Chennai,2026-03-05,210,Boeing 737,290,225,2151000,2162820
F0712,BOM-SIN,Mumbai,Singapore,2026-01-03,141,Boeing 737,180,149,2599752,2669706
F0713,DEL-DXB,Delhi,Dubai,2026-02-23,215,Boeing 737,220,126,1050462,863137
F0714,MAA-BOM,Chennai,Mumbai,2026-09-18,139,ATR 72,72,44,653796,663361
F0715,CCU-DEL,Kolkata,Delhi,2026-09-08,97,Boeing 787,189,143,1157156,1102651
F0716,MAA-BOM,Chennai,Mumbai,2026-08-16,248,Airbus A320,189,155,978515,595488
F0717,BOM-DEL,Mumbai,Delhi,2026-08-10,256,Boeing 787,180,126,1281294,831396
F0718,MAA-BOM,Chennai,Mumbai,2026-09-12,126,Boeing 787,189,113,1165821,915676
F0719,DEL-BLR,Delhi,Bengaluru,2026-09-03,151,Airbus A321,180,136,1310360,1025606
F0720,MAA-BOM,Chennai,Mumbai,2026-02-08,205,ATR 72,72,32,295008,283983
F0721,MAA-BOM,Chennai,Mumbai,2026-12-30,157,Airbus A320,220,147,599760,371591
F0722,MAA-BOM,Chennai,Mumbai,2026-06-04,66,Boeing 787,220,193,2758935,2791908
F0723,HYD-MAA,Hyderabad,Chennai,2026-01-27,260,Airbus A321,180,164,2392924,1488002
F0724,BLR-HYD,Bengaluru,Hyderabad,2026-04-14,205,Boeing 737,180,123,1273173,1103633
F0725,DEL-DXB,Delhi,Dubai,2026-01-30,210,Boeing 787,220,99,1593306,1235797
F0726,DEL-BLR,Delhi,Bengaluru,2026-10-23,260,Airbus A320,189,175,2566900,1609380
F0727,BOM-DEL,Mumbai,Delhi,2026-03-15,192,Boeing 737,180,82,393108,333378
F0728,CCU-DEL,Kolkata,Delhi,2026-03-08,185,Boeing 737,189,165,1086195,990656
F0729,BOM-SIN,Mumbai,Singapore,2026-04-16,294,Airbus A321,290,279,3189807,2634496
F0730,BOM-DEL,Mumbai,Delhi,2026-06-02,255,Boeing 787,220,115,1824245,1678168
F0731,BOM-SIN,Mumbai,Singapore,2026-01-07,63,Boeing 787,180,174,828066,705463
F0732,BLR-HYD,Bengaluru,Hyderabad,2026-09-29,98,Boeing 787,220,185,2159875,1937486
F0733,DEL-BLR,Delhi,Bengaluru,2026-12-30,153,ATR 72,72,43,303881,307192
F0734,BLR-HYD,Bengaluru,Hyderabad,2026-02-01,287,ATR 72,72,51,283917,233085
F0735,MAA-BOM,Chennai,Mumbai,2026-03-22,273,Boeing 737,189,109,888132,540400
F0736,CCU-DEL,Kolkata,Delhi,2026-04-25,186,Airbus A321,189,92,623852,466383
F0737,CCU-DEL,Kolkata,Delhi,2026-12-26,91,Boeing 787,189,92,1352676,885120
F0738,DEL-DXB,Delhi,Dubai,2026-09-27,282,Boeing 737,180,143,1750892,1508420
F0739,BLR-HYD,Bengaluru,Hyderabad,2026-12-19,235,Boeing 787,189,125,1958375,1411081
F0740,MAA-BOM,Chennai,Mumbai,2026-01-07,191,Airbus A321,189,147,1265817,1345577
F0741,HYD-MAA,Hyderabad,Chennai,2026-08-07,256,Boeing 737,189,92,1536400,1544810
F0742,DEL-BLR,Delhi,Bengaluru,2026-09-15,216,Boeing 737,220,177,1687872,1435637
F0743,MAA-BOM,Chennai,Mumbai,2026-07-04,269,ATR 72,72,47,826542,739423
F0744,DEL-DXB,Delhi,Dubai,2026-10-11,236,Airbus A321,220,183,967155,661390
F0745,DEL-DXB,Delhi,Dubai,2026-09-28,224,Boeing 737,180,116,1709144,1034835
F0746,BLR-HYD,Bengaluru,Hyderabad,2026-10-20,126,Airbus A321,220,160,2280960,1907527
F0747,CCU-DEL,Kolkata,Delhi,2026-07-09,244,Airbus A321,189,162,1890216,1409965
F0748,HYD-MAA,Hyderabad,Chennai,2026-01-19,299,Airbus A321,180,148,855144,899286
F0749,BLR-HYD,Bengaluru,Hyderabad,2026-10-03,260,Airbus A320,180,180,1318860,887695
F0750,HYD-MAA,Hyderabad,Chennai,2026-10-08,111,Airbus A320,180,121,750442,715412
F0751,BOM-SIN,Mumbai,Singapore,2026-04-28,247,Boeing 737,290,261,3409443,2890651
F0752,BOM-DEL,Mumbai,Delhi,2026-11-24,268,Airbus A320,220,213,3488301,3722008
F0753,BOM-DEL,Mumbai,Delhi,2026-01-24,250,Boeing 737,290,252,1953756,2069777
F0754,DEL-DXB,Delhi,Dubai,2026-08-15,289,ATR 72,72,50,297600,275504
F0755,DEL-BLR,Delhi,Bengaluru,2026-09-28,92,ATR 72,72,35,154210,115564
F0756,BOM-DEL,Mumbai,Delhi,2026-02-21,293,ATR 72,72,65,782470,559031
F0757,DEL-DXB,Delhi,Dubai,2026-11-14,300,Airbus A320,220,129,1682031,1538070
F0758,BOM-DEL,Mumbai,Delhi,2026-05-30,182,ATR 72,72,65,735150,618652
F0759,HYD-MAA,Hyderabad,Chennai,2026-08-10,190,Boeing 737,290,270,3694140,3558837
F0760,HYD-MAA,Hyderabad,Chennai,2026-04-20,145,ATR 72,72,39,339105,208830
F0761,BOM-SIN,Mumbai,Singapore,2026-09-12,249,Airbus A320,220,109,1794467,1095147
F0762,BOM-DEL,Mumbai,Delhi,2026-01-18,100,Boeing 787,220,209,3353196,3639102
F0763,BLR-HYD,Bengaluru,Hyderabad,2026-02-03,171,Airbus A320,189,113,1277352,1014432
F0764,DEL-BLR,Delhi,Bengaluru,2026-08-08,253,Boeing 787,290,172,1394576,1132181
F0765,CCU-DEL,Kolkata,Delhi,2026-08-29,291,ATR 72,72,60,291360,273065
F0766,BOM-SIN,Mumbai,Singapore,2026-03-02,263,Airbus A320,189,101,1764672,1185866
F0767,DEL-DXB,Delhi,Dubai,2026-09-08,295,Airbus A320,180,157,1698583,1129554
F0768,DEL-DXB,Delhi,Dubai,2026-04-05,142,ATR 72,72,38,363926,237295
F0769,CCU-DEL,Kolkata,Delhi,2026-12-27,242,ATR 72,72,66,864204,769685
F0770,BLR-HYD,Bengaluru,Hyderabad,2026-03-02,270,Boeing 787,220,120,1496280,1096245
F0771,BLR-HYD,Bengaluru,Hyderabad,2026-02-18,278,ATR 72,72,44,303776,269398
F0772,MAA-BOM,Chennai,Mumbai,2026-02-15,272,Airbus A320,180,102,1410864,885575
F0773,BOM-DEL,Mumbai,Delhi,2026-05-24,286,Boeing 787,180,177,2430387,1943805
F0774,BLR-HYD,Bengaluru,Hyderabad,2026-01-10,65,Airbus A321,290,287,1578500,1444697
F0775,BOM-DEL,Mumbai,Delhi,2026-07-20,133,Airbus A321,290,145,869275,951662
F0776,MAA-BOM,Chennai,Mumbai,2026-12-18,239,Airbus A320,180,169,1457794,1205887
F0777,HYD-MAA,Hyderabad,Chennai,2026-03-02,91,ATR 72,72,66,1072104,695228
F0778,BLR-HYD,Bengaluru,Hyderabad,2026-07-01,85,Airbus A321,220,135,1115235,719970
F0779,DEL-BLR,Delhi,Bengaluru,2026-06-14,181,Boeing 737,189,145,909730,910107
F0780,DEL-BLR,Delhi,Bengaluru,2026-12-04,272,Airbus A321,180,175,1127175,886024
F0781,DEL-BLR,Delhi,Bengaluru,2026-05-16,226,ATR 72,72,39,476814,446680
F0782,CCU-DEL,Kolkata,Delhi,2026-06-18,166,Boeing 737,180,94,973652,755768
F0783,BLR-HYD,Bengaluru,Hyderabad,2026-11-04,149,Boeing 737,180,123,1529874,1269718
F0784,BOM-DEL,Mumbai,Delhi,2026-02-24,203,Airbus A320,290,244,2802096,1805917
F0785,BOM-SIN,Mumbai,Singapore,2026-08-24,129,Airbus A320,290,264,1874928,1451583
F0786,CCU-DEL,Kolkata,Delhi,2026-01-24,149,Boeing 737,290,227,3631092,2626303
F0787,HYD-MAA,Hyderabad,Chennai,2026-08-06,176,Boeing 787,180,138,2178744,1662850
F0788,HYD-MAA,Hyderabad,Chennai,2026-09-24,103,Airbus A321,180,156,1166256,962920
F0789,DEL-BLR,Delhi,Bengaluru,2026-12-03,159,Boeing 737,180,104,1730664,1281544
F0790,DEL-DXB,Delhi,Dubai,2026-05-24,216,Boeing 787,180,143,1673243,1536777
F0791,DEL-BLR,Delhi,Bengaluru,2026-12-26,189,Airbus A320,220,123,1130124,893978
F0792,MAA-BOM,Chennai,Mumbai,2026-02-11,265,Boeing 737,290,209,2806870,2138810
F0793,BOM-SIN,Mumbai,Singapore,2026-09-21,214,Airbus A320,220,165,1670790,1412826
F0794,BOM-DEL,Mumbai,Delhi,2026-05-14,63,Boeing 737,220,187,2350216,2234235
F0795,HYD-MAA,Hyderabad,Chennai,2026-09-21,264,Airbus A321,189,109,1754028,1751777
F0796,MAA-BOM,Chennai,Mumbai,2026-08-20,176,Airbus A321,189,153,1373022,1371281
F0797,HYD-MAA,Hyderabad,Chennai,2026-02-13,68,Boeing 787,189,183,1744905,1736518
F0798,DEL-BLR,Delhi,Bengaluru,2026-02-13,136,ATR 72,72,47,224237,180157
F0799,CCU-DEL,Kolkata,Delhi,2026-01-28,264,Airbus A320,180,175,2342550,2521069
F0800,BOM-SIN,Mumbai,Singapore,2026-11-17,250,Airbus A320,180,108,1292760,1201846
F0801,DEL-DXB,Delhi,Dubai,2026-04-21,134,ATR 72,72,68,990012,702523
F0802,BLR-HYD,Bengaluru,Hyderabad,2026-02-07,90,ATR 72,72,41,492369,505038
F0803,HYD-MAA,Hyderabad,Chennai,2026-07-02,231,Boeing 737,180,108,865296,900075
F0804,DEL-BLR,Delhi,Bengaluru,2026-07-23,121,Boeing 737,189,159,2540979,2646399
F0805,BLR-HYD,Bengaluru,Hyderabad,2026-04-20,175,ATR 72,72,40,690200,495194
F0806,DEL-DXB,Delhi,Dubai,2026-04-13,204,ATR 72,72,62,798746,491506
F0807,CCU-DEL,Kolkata,Delhi,2026-02-26,123,Boeing 787,290,197,3388203,3038585
F0808,BOM-DEL,Mumbai,Delhi,2026-09-08,221,Airbus A320,180,171,2095263,1762454
F0809,DEL-DXB,Delhi,Dubai,2026-06-02,168,Airbus A320,220,170,1820530,1390586
F0810,BLR-HYD,Bengaluru,Hyderabad,2026-05-25,114,Boeing 787,290,176,736560,727673
F0811,BLR-HYD,Bengaluru,Hyderabad,2026-05-02,204,Airbus A321,189,128,962176,725686
F0812,HYD-MAA,Hyderabad,Chennai,2026-07-06,282,Boeing 737,220,192,2942976,2980034
F0813,DEL-BLR,Delhi,Bengaluru,2026-10-12,117,Boeing 737,220,161,1654436,1296406
F0814,BOM-DEL,Mumbai,Delhi,2026-01-27,125,Boeing 737,290,193,1699558,1489398
F0815,CCU-DEL,Kolkata,Delhi,2026-10-13,102,Boeing 787,189,165,2036760,1929623
F0816,HYD-MAA,Hyderabad,Chennai,2026-09-06,69,Airbus A320,220,129,1768977,1664806
F0817,BOM-DEL,Mumbai,Delhi,2026-01-02,209,Airbus A321,180,134,1059538,1071368
F0818,BOM-DEL,Mumbai,Delhi,2026-06-16,74,Boeing 737,220,144,2271744,2173487
F0819,CCU-DEL,Kolkata,Delhi,2026-05-31,154,Airbus A320,290,166,2643550,1883112
F0820,BOM-SIN,Mumbai,Singapore,2026-10-08,151,Boeing 737,180,159,2426658,1996082
F0821,CCU-DEL,Kolkata,Delhi,2026-05-15,100,Airbus A320,220,143,706992,629308
F0822,DEL-DXB,Delhi,Dubai,2026-12-31,283,Airbus A320,220,100,734600,577917
F0823,BOM-DEL,Mumbai,Delhi,2026-06-10,248,Airbus A321,290,167,1160316,1013206
